candidate,fold,delivery_date,feedback_cutoff,n_feedback,coverage_state_95,coverage_state_90,coverage_state_80,coverage_state_50,rank_95,rank_90,rank_80,rank_50
c2_aci_gamma_0.000001,fold_2,2021-05-25,2021-05-23,1271,0.95008745,0.9001719,0.8002448,0.5002275,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-26,2021-05-24,1295,0.95008625,0.9001715,0.800246,0.5002235,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-27,2021-05-25,1319,0.95008805,0.9001741,0.8002502,0.5002245,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-28,2021-05-26,1343,0.95008685,0.9001717,0.8002464,0.5002325,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-29,2021-05-27,1367,0.95008665,0.9001703,0.8002516,0.5002435,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-30,2021-05-28,1391,0.95008545,0.9001689,0.8002608,0.5002555,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-05-31,2021-05-29,1415,0.95008625,0.9001685,0.800271,0.5002645,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-01,2021-05-30,1439,0.95008905,0.9001751,0.8002782,0.5002735,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-02,2021-05-31,1463,0.95009185,0.9001837,0.8002914,0.5002855,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-03,2021-06-01,1487,0.95009065,0.9001813,0.8002926,0.5002945,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-04,2021-06-02,1511,0.95008945,0.9001789,0.8002888,0.5002945,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-05,2021-06-03,1535,0.95008825,0.9001765,0.800289,0.5002915,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-06,2021-06-04,1559,0.95008705,0.9001801,0.8002942,0.5003015,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-07,2021-06-05,1583,0.95008585,0.9001787,0.8002914,0.5003035,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-08,2021-06-06,1607,0.95008465,0.9001783,0.8003006,0.5003155,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-09,2021-06-07,1631,0.95009345,0.9001919,0.8003188,0.5003275,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-10,2021-06-08,1655,0.95009225,0.9001975,0.800327,0.5003395,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-11,2021-06-09,1679,0.95009105,0.9001991,0.8003372,0.5003515,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-12,2021-06-10,1703,0.95008985,0.9002087,0.8003514,0.5003635,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-13,2021-06-11,1727,0.95008865,0.9002183,0.8003636,0.5003755,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-14,2021-06-12,1751,0.95009245,0.9002239,0.8003698,0.5003795,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-15,2021-06-13,1775,0.95010525,0.9002415,0.800387,0.5003915,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-16,2021-06-14,1799,0.95011005,0.9002571,0.8004032,0.5004035,1367,1295,1151,720
c2_aci_gamma_0.000001,fold_2,2021-06-17,2021-06-15,1823,0.95010885,0.9002767,0.8004224,0.5004155,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-18,2021-06-16,1847,0.95011065,0.9002863,0.8004376,0.5004255,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-19,2021-06-17,1871,0.95011045,0.9002929,0.8004428,0.5004305,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-20,2021-06-18,1895,0.95011125,0.9003015,0.800459,0.5004405,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-21,2021-06-19,1919,0.95011005,0.9003071,0.8004712,0.5004505,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-22,2021-06-20,1943,0.95010885,0.9003117,0.8004794,0.5004605,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-23,2021-06-21,1967,0.95011565,0.9003263,0.8004926,0.5004725,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-24,2021-06-22,1991,0.95011645,0.9003409,0.8005118,0.5004845,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-25,2021-06-23,2015,0.95012225,0.9003585,0.800531,0.5004965,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-26,2021-06-24,2039,0.95012905,0.9003801,0.8005502,0.5005085,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-27,2021-06-25,2063,0.95013085,0.9003937,0.8005694,0.5005205,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-28,2021-06-26,2087,0.95012965,0.9004033,0.8005846,0.5005325,1367,1295,1152,720
c2_aci_gamma_0.000001,fold_2,2021-06-29,2021-06-27,2111,0.95012845,0.9004079,0.8005958,0.5005425,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-01,2021-03-30,0,0.95,0.9,0.8,0.5,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-02,2021-03-31,0,0.95,0.9,0.8,0.5,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-03,2021-04-01,24,0.949994,0.899988,0.799976,0.49996,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-04,2021-04-02,48,0.950013,0.900001,0.799982,0.499945,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-05,2021-04-03,72,0.950007,0.899989,0.799958,0.499885,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-06,2021-04-04,95,0.95001125,0.8999975,0.79997,0.4999075,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-07,2021-04-05,119,0.95008525,0.9000905,0.800066,0.4999675,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-08,2021-04-06,143,0.95007925,0.9000885,0.800062,0.4999925,1367,1295,1151,719
c2_aci_gamma_0.000005,fold_2,2021-04-09,2021-04-07,167,0.95007325,0.9000965,0.800078,0.5000025,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-10,2021-04-08,191,0.95006725,0.9000945,0.800079,0.5000225,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-11,2021-04-09,215,0.95006625,0.9000925,0.800095,0.5000375,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-12,2021-04-10,239,0.95007025,0.9001155,0.800136,0.5000875,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-13,2021-04-11,263,0.95006425,0.9001035,0.800122,0.5000525,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-14,2021-04-12,287,0.95007825,0.9001215,0.800153,0.5000675,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-15,2021-04-13,311,0.95007225,0.9001095,0.800134,0.5000875,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-16,2021-04-14,335,0.95008625,0.9001475,0.80016,0.5001425,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-17,2021-04-15,359,0.95009025,0.9001555,0.800176,0.5001675,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-18,2021-04-16,383,0.95008425,0.9001535,0.800177,0.5001925,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-19,2021-04-17,407,0.95008325,0.9001665,0.800203,0.5002375,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-20,2021-04-18,431,0.95008225,0.9002045,0.800274,0.5002975,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-21,2021-04-19,455,0.95010625,0.9002575,0.80032,0.5003575,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-22,2021-04-20,479,0.95010525,0.9002955,0.800376,0.5004175,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-23,2021-04-21,503,0.95009925,0.9002935,0.800372,0.5004125,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-24,2021-04-22,527,0.95012325,0.9003265,0.800408,0.5004225,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-04-25,2021-04-23,551,0.95012725,0.9003395,0.800449,0.5004475,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-26,2021-04-24,575,0.95012125,0.9003375,0.800465,0.5004475,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-27,2021-04-25,599,0.95014025,0.9003655,0.800486,0.5004525,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-28,2021-04-26,623,0.95013425,0.9003585,0.800477,0.5004625,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-29,2021-04-27,647,0.95012825,0.9003465,0.800453,0.5004225,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-04-30,2021-04-28,671,0.95012225,0.9003345,0.800429,0.5004225,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-01,2021-04-29,695,0.95011625,0.9003225,0.80041,0.5004175,1367,1295,1151,720
c2_aci_gamma_0.000005,fold_2,2021-05-02,2021-04-30,719,0.95011525,0.9003455,0.800446,0.5004725,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-03,2021-05-01,743,0.95010925,0.9003435,0.800447,0.5004925,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-04,2021-05-02,767,0.95010325,0.9003465,0.800458,0.5005275,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-05,2021-05-03,791,0.95010725,0.9003595,0.800459,0.5005575,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-06,2021-05-04,815,0.95012625,0.9003775,0.800465,0.5005675,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-07,2021-05-05,839,0.95014525,0.9003955,0.800476,0.5005625,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-08,2021-05-06,863,0.95017925,0.9004435,0.800532,0.5006075,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-09,2021-05-07,887,0.95019825,0.9004765,0.800568,0.5006275,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-10,2021-05-08,911,0.95019725,0.9004795,0.800584,0.5006325,1367,1295,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-11,2021-05-09,935,0.95027625,0.9005575,0.80065,0.5006625,1367,1296,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-12,2021-05-10,959,0.95027025,0.9005855,0.800681,0.5006875,1367,1296,1152,720
c2_aci_gamma_0.000005,fold_2,2021-05-13,2021-05-11,983,0.95032925,0.9006435,0.800757,0.5007475,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-14,2021-05-12,1007,0.95032325,0.9006315,0.800753,0.5007925,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-15,2021-05-13,1031,0.95031725,0.9006245,0.800774,0.5008125,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-16,2021-05-14,1055,0.95031125,0.9006325,0.800825,0.5008725,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-17,2021-05-15,1079,0.95030525,0.9006205,0.800811,0.5008775,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-18,2021-05-16,1103,0.95031925,0.9006635,0.800882,0.5009225,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-19,2021-05-17,1127,0.95036325,0.9007115,0.800963,0.5009825,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-20,2021-05-18,1151,0.95035725,0.9007045,0.800994,0.5010375,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-21,2021-05-19,1175,0.95035625,0.9007075,0.801055,0.5010975,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-22,2021-05-20,1199,0.95035025,0.9007055,0.801081,0.5010975,1367,1296,1152,721
c2_aci_gamma_0.000005,fold_2,2021-05-23,2021-05-21,1223,0.95038425,0.9007535,0.801122,0.5011075,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-24,2021-05-22,1247,0.95044325,0.9008365,0.801198,0.5011475,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-25,2021-05-23,1271,0.95043725,0.9008545,0.801214,0.5011375,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-26,2021-05-24,1295,0.95043125,0.9008525,0.801215,0.5011175,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-27,2021-05-25,1319,0.95044025,0.9008655,0.801236,0.5011225,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-28,2021-05-26,1343,0.95043425,0.9008535,0.801217,0.5011625,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-29,2021-05-27,1367,0.95043325,0.9008465,0.801243,0.5012175,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-30,2021-05-28,1391,0.95042725,0.9008395,0.801289,0.5012775,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-05-31,2021-05-29,1415,0.95043125,0.9008375,0.80134,0.5013225,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-06-01,2021-05-30,1439,0.95044525,0.9008705,0.801376,0.5013675,1367,1296,1153,721
c2_aci_gamma_0.000005,fold_2,2021-06-02,2021-05-31,1463,0.95045925,0.9009135,0.801442,0.5014275,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-03,2021-06-01,1487,0.95045325,0.9009015,0.801443,0.5014725,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-04,2021-06-02,1511,0.95044725,0.9008895,0.801424,0.5014725,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-05,2021-06-03,1535,0.95044125,0.9008775,0.801425,0.5014575,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-06,2021-06-04,1559,0.95043525,0.9008955,0.801451,0.5015025,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-07,2021-06-05,1583,0.95042925,0.9008885,0.801437,0.5015125,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-08,2021-06-06,1607,0.95042325,0.9008865,0.801483,0.5015725,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-09,2021-06-07,1631,0.95046725,0.9009545,0.801574,0.5016325,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-10,2021-06-08,1655,0.95046125,0.9009825,0.801615,0.5016925,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-11,2021-06-09,1679,0.95045525,0.9009905,0.801666,0.5017525,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-12,2021-06-10,1703,0.95044925,0.9010385,0.801737,0.5018125,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-13,2021-06-11,1727,0.95044325,0.9010865,0.801798,0.5018725,1367,1296,1153,722
c2_aci_gamma_0.000005,fold_2,2021-06-14,2021-06-12,1751,0.95046225,0.9011145,0.801829,0.5018925,1367,1296,1154,722
c2_aci_gamma_0.000005,fold_2,2021-06-15,2021-06-13,1775,0.95052625,0.9012025,0.801915,0.5019525,1367,1296,1154,722
c2_aci_gamma_0.000005,fold_2,2021-06-16,2021-06-14,1799,0.95055025,0.9012805,0.801996,0.5020125,1367,1297,1154,722
c2_aci_gamma_0.000005,fold_2,2021-06-17,2021-06-15,1823,0.95054425,0.9013785,0.802092,0.5020725,1367,1297,1154,722
c2_aci_gamma_0.000005,fold_2,2021-06-18,2021-06-16,1847,0.95055325,0.9014215,0.802163,0.5021225,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-19,2021-06-17,1871,0.95055225,0.9014545,0.802189,0.5021475,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-20,2021-06-18,1895,0.95055625,0.9014975,0.80227,0.5021975,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-21,2021-06-19,1919,0.95055025,0.9015255,0.802331,0.5022475,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-22,2021-06-20,1943,0.95054425,0.9015485,0.802372,0.5022975,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-23,2021-06-21,1967,0.95057825,0.9016215,0.802438,0.5023575,1367,1297,1154,723
c2_aci_gamma_0.000005,fold_2,2021-06-24,2021-06-22,1991,0.95058225,0.9016945,0.802534,0.5024175,1367,1297,1155,723
c2_aci_gamma_0.000005,fold_2,2021-06-25,2021-06-23,2015,0.95061125,0.9017775,0.80263,0.5024775,1367,1297,1155,723
c2_aci_gamma_0.000005,fold_2,2021-06-26,2021-06-24,2039,0.95064525,0.9018855,0.802726,0.5025375,1368,1297,1155,723
c2_aci_gamma_0.000005,fold_2,2021-06-27,2021-06-25,2063,0.95065425,0.9019535,0.802822,0.5025975,1368,1298,1155,723
c2_aci_gamma_0.000005,fold_2,2021-06-28,2021-06-26,2087,0.95064825,0.9020015,0.802898,0.5026575,1368,1298,1155,723
c2_aci_gamma_0.000005,fold_2,2021-06-29,2021-06-27,2111,0.95064225,0.9020245,0.802949,0.5027075,1368,1298,1155,723
c2_aci_gamma_0.00001,fold_2,2021-04-01,2021-03-30,0,0.95,0.9,0.8,0.5,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-02,2021-03-31,0,0.95,0.9,0.8,0.5,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-03,2021-04-01,24,0.949988,0.899976,0.799952,0.49992,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-04,2021-04-02,48,0.950026,0.900002,0.799964,0.49989,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-05,2021-04-03,72,0.950014,0.899978,0.799916,0.49977,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-06,2021-04-04,95,0.9500225,0.899995,0.79994,0.499815,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-07,2021-04-05,119,0.9501705,0.900181,0.800132,0.499935,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-08,2021-04-06,143,0.9501585,0.900177,0.800124,0.499985,1367,1295,1151,719
c2_aci_gamma_0.00001,fold_2,2021-04-09,2021-04-07,167,0.9501465,0.900193,0.800156,0.500005,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-10,2021-04-08,191,0.9501345,0.900189,0.800158,0.500045,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-11,2021-04-09,215,0.9501325,0.900185,0.80019,0.500075,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-12,2021-04-10,239,0.9501405,0.900231,0.800272,0.500175,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-13,2021-04-11,263,0.9501285,0.900207,0.800244,0.500105,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-14,2021-04-12,287,0.9501565,0.900243,0.800306,0.500135,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-15,2021-04-13,311,0.9501445,0.900219,0.800268,0.500175,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-16,2021-04-14,335,0.9501725,0.900295,0.80032,0.500285,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-17,2021-04-15,359,0.9501805,0.900311,0.800352,0.500335,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-18,2021-04-16,383,0.9501685,0.900307,0.800354,0.500385,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-19,2021-04-17,407,0.9501665,0.900333,0.800406,0.500475,1367,1295,1151,720
c2_aci_gamma_0.00001,fold_2,2021-04-20,2021-04-18,431,0.9501645,0.900409,0.800548,0.500595,1367,1295,1152,720
c2_aci_gamma_0.00001,fold_2,2021-04-21,2021-04-19,455,0.9502125,0.900515,0.80064,0.500715,1367,1295,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-22,2021-04-20,479,0.9502105,0.900591,0.800752,0.500835,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-23,2021-04-21,503,0.9501985,0.900587,0.800744,0.500825,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-24,2021-04-22,527,0.9502465,0.900653,0.800816,0.500845,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-25,2021-04-23,551,0.9502545,0.900679,0.800898,0.500895,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-26,2021-04-24,575,0.9502425,0.900675,0.80093,0.500895,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-27,2021-04-25,599,0.9502805,0.900731,0.800972,0.500905,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-28,2021-04-26,623,0.9502685,0.900717,0.800954,0.500925,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-29,2021-04-27,647,0.9502565,0.900693,0.800906,0.500845,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-04-30,2021-04-28,671,0.9502445,0.900669,0.800858,0.500845,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-01,2021-04-29,695,0.9502325,0.900645,0.80082,0.500835,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-02,2021-04-30,719,0.9502305,0.900691,0.800892,0.500945,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-03,2021-05-01,743,0.9502185,0.900687,0.800894,0.500985,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-04,2021-05-02,767,0.9502065,0.900693,0.800916,0.501055,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-05,2021-05-03,791,0.9502145,0.900719,0.800918,0.501115,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-06,2021-05-04,815,0.9502525,0.900755,0.80093,0.501135,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-07,2021-05-05,839,0.9502905,0.900791,0.800952,0.501125,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-08,2021-05-06,863,0.9503585,0.900887,0.801064,0.501215,1367,1296,1152,721
c2_aci_gamma_0.00001,fold_2,2021-05-09,2021-05-07,887,0.9503965,0.900953,0.801136,0.501255,1367,1296,1153,721
c2_aci_gamma_0.00001,fold_2,2021-05-10,2021-05-08,911,0.9503945,0.900959,0.801168,0.501265,1367,1296,1153,721
c2_aci_gamma_0.00001,fold_2,2021-05-11,2021-05-09,935,0.9505525,0.901115,0.8013,0.501325,1367,1296,1153,721
c2_aci_gamma_0.00001,fold_2,2021-05-12,2021-05-10,959,0.9505405,0.901171,0.801362,0.501375,1367,1296,1153,721
c2_aci_gamma_0.00001,fold_2,2021-05-13,2021-05-11,983,0.9506585,0.901287,0.801514,0.501495,1368,1297,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-14,2021-05-12,1007,0.9506465,0.901263,0.801506,0.501585,1368,1297,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-15,2021-05-13,1031,0.9506345,0.901249,0.801548,0.501625,1368,1296,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-16,2021-05-14,1055,0.9506225,0.901265,0.80165,0.501745,1367,1297,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-17,2021-05-15,1079,0.9506105,0.901241,0.801622,0.501755,1367,1296,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-18,2021-05-16,1103,0.9506385,0.901327,0.801764,0.501845,1368,1297,1153,722
c2_aci_gamma_0.00001,fold_2,2021-05-19,2021-05-17,1127,0.9507265,0.901423,0.801926,0.501965,1368,1297,1154,722
c2_aci_gamma_0.00001,fold_2,2021-05-20,2021-05-18,1151,0.9507145,0.901409,0.801988,0.502075,1368,1297,1154,722
c2_aci_gamma_0.00001,fold_2,2021-05-21,2021-05-19,1175,0.9507125,0.901415,0.8021,0.502195,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-22,2021-05-20,1199,0.9507005,0.901411,0.802142,0.502195,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-23,2021-05-21,1223,0.9507685,0.901507,0.802224,0.502215,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-24,2021-05-22,1247,0.9508865,0.901673,0.802376,0.502295,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-25,2021-05-23,1271,0.9508745,0.901709,0.802408,0.502275,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-26,2021-05-24,1295,0.9508625,0.901705,0.80241,0.502235,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-27,2021-05-25,1319,0.9508805,0.901731,0.802452,0.502245,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-28,2021-05-26,1343,0.9508685,0.901707,0.802414,0.502325,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-29,2021-05-27,1367,0.9508665,0.901693,0.802466,0.502435,1368,1297,1154,723
c2_aci_gamma_0.00001,fold_2,2021-05-30,2021-05-28,1391,0.9508545,0.901679,0.802558,0.502555,1368,1297,1155,723
c2_aci_gamma_0.00001,fold_2,2021-05-31,2021-05-29,1415,0.9508625,0.901675,0.80266,0.502645,1368,1297,1155,723
c2_aci_gamma_0.00001,fold_2,2021-06-01,2021-05-30,1439,0.9508905,0.901741,0.802732,0.502735,1368,1297,1155,723
c2_aci_gamma_0.00001,fold_2,2021-06-02,2021-05-31,1463,0.9509185,0.901827,0.802864,0.502855,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-03,2021-06-01,1487,0.9509065,0.901803,0.802866,0.502945,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-04,2021-06-02,1511,0.9508945,0.901779,0.802818,0.502945,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-05,2021-06-03,1535,0.9508825,0.901755,0.80282,0.502915,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-06,2021-06-04,1559,0.9508705,0.901791,0.802872,0.503005,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-07,2021-06-05,1583,0.9508585,0.901777,0.802844,0.503025,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-08,2021-06-06,1607,0.9508465,0.901773,0.802936,0.503145,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-09,2021-06-07,1631,0.9509245,0.901909,0.803118,0.503265,1368,1297,1155,724
c2_aci_gamma_0.00001,fold_2,2021-06-10,2021-06-08,1655,0.9509125,0.901965,0.8032,0.503385,1368,1298,1156,724
c2_aci_gamma_0.00001,fold_2,2021-06-11,2021-06-09,1679,0.9509005,0.901981,0.803302,0.503505,1368,1298,1156,725
c2_aci_gamma_0.00001,fold_2,2021-06-12,2021-06-10,1703,0.9508885,0.902077,0.803444,0.503625,1368,1298,1156,725
